product_id,product_name,price,cost,sales,ctr,revenue,profit,roi,month_id
59,Product 059,73.87,32.22,27,0.0417,1994.49,1124.55,1.2927,062025
32,Product 032,89.1,54.8,18,0.0393,1603.8,617.4,0.6259,032023
11,Product 011,24.46,13.19,52,0.0696,1271.92,586.04,0.8544,042024
26,Product 026,39.3,21.39,36,0.0261,1414.8,644.76,0.8373,072024
18,Product 018,57.54,27.53,32,0.0692,1841.28,960.32,1.0901,062025
9,Product 009,32.89,19.85,36,0.0785,1184.04,469.44,0.6569,042025
28,Product 028,51.49,40.4,33,0.0538,1699.17,365.97,0.2745,062025
36,Product 036,113.79,67.3,9,0.0422,1024.11,418.41,0.6908,102023
46,Product 046,70.21,29.11,30,0.0692,2106.3,1233,1.4119,032024
23,Product 023,42.5,31.72,25,0.0728,1062.5,269.5,0.3398,112024
57,Product 057,222.63,167.76,0,0.0622,0,0,,012024
15,Product 015,89.22,44.09,27,0.0108,2408.94,1218.51,1.0236,062023
6,Product 006,30.37,13.25,38,0.0207,1154.06,650.56,1.2921,062023
10,Product 010,38.68,24.35,35,0.0403,1353.8,501.55,0.5885,082023
43,Product 043,23.08,9.33,38,0.0627,877.04,522.5,1.4737,082023
1,Product 001,4.96,3.24,53,0.0114,262.88,91.16,0.5309,052024
54,Product 054,85.07,59.12,27,0.0369,2296.89,700.65,0.4389,082024
12,Product 012,16.68,12.27,48,0.0365,800.64,211.68,0.3594,092023
19,Product 019,192.45,107.68,0,0.0258,0,0,,012023
10,Product 010,71.14,49.54,21,0.0417,1493.94,453.6,0.436,032024
35,Product 035,63.22,45.45,23,0.041,1454.06,408.71,0.391,012024
40,Product 040,1.94,1.33,53,0.0443,102.82,32.33,0.4586,082024
21,Product 021,6.21,4.34,59,0.0648,366.39,110.33,0.4309,052023
45,Product 045,43.3,25.94,49,0.0065,2121.7,850.64,0.6692,052025
33,Product 033,83.17,52.83,18,0.0035,1497.06,546.12,0.5743,092024
42,Product 042,33.48,12.65,41,0.059,1372.68,854.03,1.6466,112024
48,Product 048,18.87,13.92,42,0.0216,792.54,207.9,0.3556,022023
30,Product 030,50.41,32.98,22,0.0747,1109.02,383.46,0.5285,072025
56,Product 056,108.11,76.01,11,0.0662,1189.21,353.1,0.4223,032025
56,Product 056,17.81,9.34,52,0.0794,926.12,440.44,0.9069,112024
52,Product 052,128.65,75,5,0.0709,643.25,268.25,0.7153,072024
26,Product 026,23.87,8.98,29,0.0158,692.23,431.81,1.6581,022024
26,Product 026,62.05,35.46,21,0.034,1303.05,558.39,0.7499,022024
7,Product 007,13.46,7.13,51,0.0281,686.46,322.83,0.8878,052024
41,Product 041,2.26,1.12,41,0.0326,92.66,46.74,1.0179,022024
4,Product 004,19.2,13.27,44,0.0508,844.8,260.92,0.4469,072023
5,Product 005,22.22,11.05,48,0.0739,1066.56,536.16,1.0109,082023
29,Product 029,90.62,40.08,17,0.0695,1540.54,859.18,1.261,062023
8,Product 008,71.36,26.91,27,0.0653,1926.72,1200.15,1.6518,122023
39,Product 039,54.04,26.56,19,0.0508,1026.76,522.12,1.0346,022023
7,Product 007,44.58,14.65,31,0.0119,1381.98,927.83,2.043,012023
37,Product 037,158.07,66.38,1,0.0431,158.07,91.69,1.3813,062023
35,Product 035,99.05,62.31,13,0.0445,1287.65,477.62,0.5896,042023
24,Product 024,11.78,5.95,52,0.0374,612.56,303.16,0.9798,092024
2,Product 002,23.33,13.04,44,0.0639,1026.52,452.76,0.7891,032023
56,Product 056,183.51,136.34,0,0.0664,0,0,,082023
40,Product 040,7.82,4.38,42,0.0614,328.44,144.48,0.7854,012024
10,Product 010,48.31,28.68,20,0.0461,966.2,392.6,0.6844,102024
17,Product 017,139.57,87.24,1,0.0465,139.57,52.33,0.5998,122023
39,Product 039,180.95,86.83,2,0.0398,361.9,188.24,1.084,012024
31,Product 031,109.79,81,11,0.0242,1207.69,316.69,0.3554,052023
8,Product 008,82.73,44.31,25,0.0411,2068.25,960.5,0.8671,052025
32,Product 032,108.05,55.91,13,0.0502,1404.65,677.82,0.9326,042024
31,Product 031,138.44,92.95,6,0.0076,830.64,272.94,0.4894,052024
20,Product 020,10.27,7.86,44,0.0499,451.88,106.04,0.3066,032023
10,Product 010,6.27,2.09,43,0.073,269.61,179.74,2,042023
48,Product 048,52.52,15.8,38,0.0556,1995.76,1395.36,2.3241,122023
48,Product 048,90.95,44.11,18,0.0795,1637.1,843.12,1.0619,092023
31,Product 031,148.17,106.43,2,0.0678,296.34,83.48,0.3922,042025
45,Product 045,55.37,23.18,29,0.0346,1605.73,933.51,1.3887,062023
34,Product 034,39.27,29.33,38,0.0216,1492.26,377.72,0.3389,012023
14,Product 014,75.23,40.6,34,0.0401,2557.82,1177.42,0.853,062024
24,Product 024,45.34,28.01,23,0.061,1042.82,398.59,0.6187,052023
45,Product 045,57.96,30.69,31,0.0246,1796.76,845.37,0.8886,072024
59,Product 059,88.77,51.2,24,0.0353,2130.48,901.68,0.7338,012023
49,Product 049,83.86,36.45,20,0.0122,1677.2,948.2,1.3007,062024
20,Product 020,6.34,3.84,47,0.0419,297.98,117.5,0.651,102024
56,Product 056,120.93,49.19,12,0.0214,1451.16,860.88,1.4584,042023
45,Product 045,52.16,33.19,24,0.0196,1251.84,455.28,0.5716,052025
17,Product 017,42.04,28.88,46,0.029,1933.84,605.36,0.4557,062024
24,Product 024,36.79,22.04,42,0.0543,1545.18,619.5,0.6692,072025
11,Product 011,109.17,56.69,17,0.0158,1855.89,892.16,0.9257,122023
50,Product 050,101.72,45.05,17,0.0644,1729.24,963.39,1.2579,082023
35,Product 035,50.06,24.96,38,0.0188,1902.28,953.8,1.0056,072024
50,Product 050,107.12,82.33,13,0.0414,1392.56,322.27,0.3011,052024
22,Product 022,7.84,4.95,54,0.0137,423.36,156.06,0.5838,102024
15,Product 015,49.98,26.88,32,0.02,1599.36,739.2,0.8594,092024
52,Product 052,52.95,16.91,36,0.0199,1906.2,1297.44,2.1313,032025
49,Product 049,94.63,36.59,19,0.0211,1797.97,1102.76,1.5862,052025
13,Product 013,2.58,1.73,48,0.0528,123.84,40.8,0.4913,042025
16,Product 016,138.19,78.18,5,0.0122,690.95,300.05,0.7676,042025
26,Product 026,73.4,28.92,28,0.0083,2055.2,1245.44,1.538,012025
52,Product 052,79.43,35.53,27,0.0644,2144.61,1185.3,1.2356,082023
13,Product 013,130.42,95.21,4,0.0594,521.68,140.84,0.3698,062024
32,Product 032,62.8,34.27,33,0.0283,2072.4,941.49,0.8325,122023
47,Product 047,61.18,35.37,26,0.0776,1590.68,671.06,0.7297,012023
2,Product 002,16.9,11.35,46,0.0023,777.4,255.3,0.489,032025
18,Product 018,136.2,66.86,3,0.0407,408.6,208.02,1.0371,042024
17,Product 017,61.74,48,25,0.014,1543.5,343.5,0.2863,072023
45,Product 045,41.8,15.17,29,0.0209,1212.2,772.27,1.7554,092024
23,Product 023,42.85,23.89,32,0.0481,1371.2,606.72,0.7936,042024
52,Product 052,9.24,5.56,43,0.0136,397.32,158.24,0.6619,012025
23,Product 023,33.82,12.32,32,0.0111,1082.24,688,1.7451,012024
6,Product 006,54.59,37.31,36,0.0734,1965.24,622.08,0.4631,082023
7,Product 007,30.62,11.5,39,0.0441,1194.18,745.68,1.6626,082023
31,Product 031,63.76,50.48,25,0.0734,1594,332,0.2631,072023
22,Product 022,16.13,7.28,42,0.0064,677.46,371.7,1.2157,072023
31,Product 031,85.71,41.61,13,0.0558,1114.23,573.3,1.0598,102024
58,Product 058,116.47,79.18,11,0.0673,1281.17,410.19,0.471,092024
54,Product 054,144.85,54.55,3,0.0463,434.55,270.9,1.6554,012023
31,Product 031,46,29.01,36,0.0079,1656,611.64,0.5857,072025
42,Product 042,37.18,19.3,34,0.0344,1264.12,607.92,0.9264,122023
52,Product 052,63.7,36.51,31,0.0175,1974.7,842.89,0.7447,102024
6,Product 006,53.69,25.94,44,0.0284,2362.36,1221,1.0698,052025
43,Product 043,42.96,33.81,35,0.0015,1503.6,320.25,0.2706,052023
59,Product 059,78.95,28.59,17,0.0112,1342.15,856.12,1.7615,022024
51,Product 051,54.85,37.67,30,0.0525,1645.5,515.4,0.4561,122024
49,Product 049,45.18,13.69,37,0.0713,1671.66,1165.13,2.3002,072023
31,Product 031,141.99,93.23,2,0.0061,283.98,97.52,0.523,062025
12,Product 012,103.01,45.73,10,0.0609,1030.1,572.8,1.2526,032024
51,Product 051,146.47,59.74,0,0.031,0,0,,102024
22,Product 022,34.31,19.83,46,0.0206,1578.26,666.08,0.7302,032023
52,Product 052,34.14,17.4,27,0.0617,921.78,451.98,0.9621,012025
26,Product 026,63.34,36.5,24,0.0541,1520.16,644.16,0.7353,042024
26,Product 026,40.14,26.44,35,0.0029,1404.9,479.5,0.5182,012025
6,Product 006,13.19,4.75,52,0.0112,685.88,438.88,1.7768,012025
11,Product 011,67.48,42.66,28,0.0648,1889.44,694.96,0.5818,062023
9,Product 009,39.17,21.81,28,0.0749,1096.76,486.08,0.796,012023
10,Product 010,46.63,32.91,42,0.0345,1958.46,576.24,0.4169,082024
