product_id,product_name,price,cost,sales,ctr,revenue,profit,roi,month_id
18,Product 018,29.66,19.99,11,0.0254,326.26,106.37,0.4837,72025
47,Product 047,40.68,26.58,15,0.0243,610.2,211.5,0.5305,92025
8,Product 008,23.28,16.25,9,0.0295,209.52,63.27,0.4326,102025
48,Product 048,50.07,35.8,24,0.0341,1201.68,342.48,0.3986,12024
8,Product 008,32.88,24.29,17,0.0364,558.96,146.03,0.3536,62024
20,Product 020,53.14,43.72,36,0.0201,1913.04,339.12,0.2155,112023
22,Product 022,34.92,26.72,17,0.0143,593.64,139.4,0.3069,102025
10,Product 010,64.8,42.14,35,0.0121,2268.0,793.1,0.5377,22024
24,Product 024,34.09,23.1,15,0.0162,511.35,164.85,0.4758,32023
9,Product 009,49.17,37.7,29,0.081,1425.93,332.63,0.3042,22023
5,Product 005,49.34,35.01,28,0.0368,1381.52,401.24,0.4093,122024
26,Product 026,32.02,22.29,12,0.0081,384.24,116.76,0.4365,12025
29,Product 029,34.72,24.59,25,0.031,868.0,253.25,0.412,122024
37,Product 037,31.99,25.16,18,0.0167,575.82,122.94,0.2715,72023
25,Product 025,25.01,14.7,15,0.0271,375.15,154.65,0.7014,82024
42,Product 042,44.91,33.95,24,0.0181,1077.84,263.04,0.3228,52025
41,Product 041,38.07,28.03,14,0.01,532.98,140.56,0.3582,82023
30,Product 030,60.68,44.64,35,0.0081,2123.8,561.4,0.3593,32023
33,Product 033,41.82,29.06,14,0.0832,585.48,178.64,0.4391,102023
4,Product 004,66.56,49.44,35,0.0147,2329.6,599.2,0.3463,42023
3,Product 003,39.83,29.68,19,0.0319,756.77,192.85,0.342,112024
14,Product 014,46.65,34.34,18,0.0212,839.7,221.58,0.3585,22024
46,Product 046,44.2,34.41,23,0.0246,1016.6,225.17,0.2845,92023
5,Product 005,29.79,22.06,22,0.0201,655.38,170.06,0.3504,12023
31,Product 031,38.67,29.65,19,0.0242,734.73,171.38,0.3042,102025
19,Product 019,34.99,22.19,17,0.0137,594.83,217.6,0.5768,32023
44,Product 044,38.32,22.01,25,0.0343,958.0,407.75,0.741,92025
22,Product 022,49.92,38.41,27,0.0235,1347.84,310.77,0.2997,82023
49,Product 049,26.77,17.7,17,0.0691,455.09,154.19,0.5124,12024
3,Product 003,23.1,17.15,5,0.0423,115.5,29.75,0.3469,32024
3,Product 003,37.96,30.61,21,0.0304,797.16,154.35,0.2401,52024
47,Product 047,40.9,33.03,19,0.0079,777.1,149.53,0.2383,82024
15,Product 015,56.24,41.13,34,0.0539,1912.16,513.74,0.3674,52025
43,Product 043,31.4,18.64,21,0.033,659.4,267.96,0.6845,42023
25,Product 025,57.3,38.11,36,0.0331,2062.8,690.84,0.5035,32023
44,Product 044,32.12,23.41,8,0.0134,256.96,69.68,0.3721,42025
10,Product 010,33.47,23.42,19,0.0263,635.93,190.95,0.4291,92024
42,Product 042,35.65,24.46,18,0.0169,641.7,201.42,0.4575,92024
6,Product 006,39.54,23.38,27,0.0506,1067.58,436.32,0.6912,122024
25,Product 025,32.27,22.81,17,0.0348,548.59,160.82,0.4147,52025
39,Product 039,44.81,29.15,26,0.0078,1165.06,407.16,0.5372,62025
29,Product 029,58.93,37.34,37,0.0613,2180.41,798.83,0.5782,62024
8,Product 008,67.17,51.16,35,0.0249,2350.95,560.35,0.3129,102025
40,Product 040,28.11,18.67,16,0.0485,449.76,151.04,0.5056,102025
33,Product 033,38.66,27.34,18,0.0214,695.88,203.76,0.414,22023
28,Product 028,44.84,27.86,21,0.0303,941.64,356.58,0.6095,82024
41,Product 041,35.47,24.97,18,0.0158,638.46,189.0,0.4205,12023
39,Product 039,19.27,15.5,6,0.0131,115.62,22.62,0.2432,42025
14,Product 014,24.48,14.81,12,0.0292,293.76,116.04,0.6529,42023
40,Product 040,50.27,31.46,25,0.0081,1256.75,470.25,0.5979,122024
18,Product 018,47.57,32.8,28,0.0136,1331.96,413.56,0.4503,72025
5,Product 005,63.89,44.16,25,0.0133,1597.25,493.25,0.4468,122023
10,Product 010,41.01,27.01,18,0.0382,738.18,252.0,0.5183,72025
3,Product 003,44.88,35.27,20,0.0243,897.6,192.2,0.2725,42023
33,Product 033,43.32,29.91,26,0.0544,1126.32,348.66,0.4483,52025
5,Product 005,32.35,22.4,16,0.0186,517.6,159.2,0.4442,52023
17,Product 017,38.59,26.16,20,0.011,771.8,248.6,0.4752,52023
17,Product 017,42.01,28.98,18,0.0203,756.18,234.54,0.4496,102024
32,Product 032,47.7,33.37,22,0.0116,1049.4,315.26,0.4294,102024
20,Product 020,45.78,36.15,24,0.024,1098.72,231.12,0.2664,62024
28,Product 028,37.98,26.84,19,0.0366,721.62,211.66,0.4151,122023
1,Product 001,44.37,25.22,21,0.0305,931.77,402.15,0.7593,82024
15,Product 015,33.58,24.01,18,0.0942,604.44,172.26,0.3986,42025
43,Product 043,44.85,32.69,27,0.0179,1210.95,328.32,0.372,102025
22,Product 022,45.93,36.24,19,0.025,872.67,184.11,0.2674,32023
26,Product 026,35.03,28.12,16,0.0134,560.48,110.56,0.2457,32023
40,Product 040,38.28,24.89,19,0.0168,727.32,254.41,0.538,112024
27,Product 027,38.87,30.59,20,0.0168,777.4,165.6,0.2707,122024
25,Product 025,27.4,16.82,9,0.0621,246.6,95.22,0.629,122023
48,Product 048,33.36,26.49,25,0.0322,834.0,171.75,0.2593,52024
15,Product 015,15.67,9.72,5,0.018,78.35,29.75,0.6121,72025
25,Product 025,25.37,16.4,13,0.027,329.81,116.61,0.547,112024
50,Product 050,44.08,29.65,18,0.0093,793.44,259.74,0.4867,62023
9,Product 009,45.71,34.13,29,0.026,1325.59,335.82,0.3393,32023
11,Product 011,51.53,40.09,29,0.0275,1494.37,331.76,0.2854,52023
43,Product 043,52.89,36.92,32,0.0254,1692.48,511.04,0.4326,12024
3,Product 003,69.67,47.75,35,0.0424,2438.45,767.2,0.4591,12024
16,Product 016,41.76,30.46,24,0.0429,1002.24,271.2,0.371,42023
38,Product 038,40.66,28.1,15,0.02,609.9,188.4,0.447,22025
14,Product 014,32.34,20.12,20,0.0563,646.8,244.4,0.6074,72025
48,Product 048,18.26,12.17,5,0.0147,91.3,30.45,0.5004,112024
36,Product 036,55.43,41.13,19,0.005,1053.17,271.7,0.3477,22025
18,Product 018,42.78,25.82,22,0.0525,941.16,373.12,0.6569,52023
1,Product 001,50.31,39.31,26,0.023,1308.06,286.0,0.2798,92025
16,Product 016,23.21,16.74,12,0.0247,278.52,77.64,0.3865,92025
33,Product 033,48.44,34.13,22,0.0529,1065.68,314.82,0.4193,92024
4,Product 004,53.29,38.36,26,0.0271,1385.54,388.18,0.3892,42023
11,Product 011,40.86,32.86,19,0.0175,776.34,152.0,0.2435,122023
18,Product 018,40.47,29.48,16,0.0404,647.52,175.84,0.3728,12024
4,Product 004,37.65,22.66,13,0.0162,489.45,194.87,0.6615,22025
46,Product 046,34.26,25.34,23,0.0279,787.98,205.16,0.352,122025
45,Product 045,44.31,27.9,20,0.0161,886.2,328.2,0.5882,52024
12,Product 012,39.22,29.77,19,0.0127,745.18,179.55,0.3174,52023
14,Product 014,27.04,18.45,9,0.0145,243.36,77.31,0.4656,52025
30,Product 030,55.97,42.34,29,0.0196,1623.13,395.27,0.3219,72025
14,Product 014,48.25,32.06,23,0.0274,1109.75,372.37,0.505,32023
5,Product 005,58.92,40.83,31,0.0173,1826.52,560.79,0.4431,42024
46,Product 046,42.01,31.29,19,0.0212,798.19,203.68,0.3426,42025
33,Product 033,31.54,20.83,13,0.0443,410.02,139.23,0.5142,102024
31,Product 031,42.99,27.28,20,0.0147,859.8,314.2,0.5759,42025
27,Product 027,38.44,30.43,20,0.0263,768.8,160.2,0.2632,92024
25,Product 025,50.97,34.73,27,0.0159,1376.19,438.48,0.4676,122025
21,Product 021,68.31,45.92,33,0.0128,2254.23,738.87,0.4876,112024
47,Product 047,32.02,21.29,9,0.026,288.18,96.57,0.504,92025
7,Product 007,43.13,32.56,12,0.0269,517.56,126.84,0.3246,32023
38,Product 038,33.37,23.92,15,0.0215,500.55,141.75,0.3951,22025
19,Product 019,36.16,26.94,18,0.0512,650.88,165.96,0.3422,42023
50,Product 050,35.79,21.53,17,0.011,608.43,242.42,0.6623,112024
43,Product 043,31.97,21.89,16,0.0186,511.52,161.28,0.4605,112025
38,Product 038,36.7,29.76,21,0.0861,770.7,145.74,0.2332,102024
3,Product 003,41.98,32.72,19,0.0299,797.62,175.94,0.283,72025
29,Product 029,44.38,30.02,17,0.0133,754.46,244.12,0.4783,72025
25,Product 025,43.25,29.74,26,0.0084,1124.5,351.26,0.4543,62025
10,Product 010,48.55,36.49,24,0.0257,1165.2,289.44,0.3305,62023
12,Product 012,48.51,36.69,25,0.0132,1212.75,295.5,0.3222,52025
17,Product 017,61.9,45.05,38,0.0113,2352.2,640.3,0.374,112025
25,Product 025,49.23,33.94,36,0.0413,1772.28,550.44,0.4505,122025
40,Product 040,7.5,4.54,3,0.021,22.5,8.88,0.652,62025
26,Product 026,48.46,29.05,25,0.0364,1211.5,485.25,0.6682,12024
20,Product 020,28.26,19.95,8,0.0231,226.08,66.48,0.4165,62024
10,Product 010,31.37,22.35,11,0.0147,345.07,99.22,0.4036,62023
13,Product 013,55.09,35.0,24,0.0386,1322.16,482.16,0.574,62023
10,Product 010,52.9,38.22,25,0.0143,1322.5,367.0,0.3841,102023
20,Product 020,29.17,17.94,18,0.0346,525.06,202.14,0.626,122025
34,Product 034,36.36,25.77,12,0.0396,436.32,127.08,0.4109,62024
26,Product 026,39.27,29.76,17,0.0307,667.59,161.67,0.3196,52024
16,Product 016,32.15,18.99,9,0.0205,289.35,118.44,0.693,122024
37,Product 037,36.45,25.4,19,0.012,692.55,209.95,0.435,102023
26,Product 026,57.56,43.37,30,0.027,1726.8,425.7,0.3272,42023
43,Product 043,50.42,34.0,29,0.0427,1462.18,476.18,0.4829,122025
1,Product 001,47.31,34.38,15,0.0437,709.65,193.95,0.3761,72023
5,Product 005,41.45,29.07,14,0.0308,580.3,173.32,0.4259,32024
42,Product 042,47.42,30.45,35,0.0313,1659.7,593.95,0.5573,12024
47,Product 047,29.36,20.6,18,0.0163,528.48,157.68,0.4252,92025
23,Product 023,20.38,13.47,11,0.0217,224.18,76.01,0.513,32024
11,Product 011,38.83,28.23,18,0.0146,698.94,190.8,0.3755,92023
43,Product 043,60.85,45.39,50,0.0441,3042.5,773.0,0.3406,112023
50,Product 050,38.02,25.64,28,0.0275,1064.56,346.64,0.4828,12024
26,Product 026,42.81,33.21,27,0.0386,1155.87,259.2,0.2891,92024
20,Product 020,54.29,41.7,25,0.0275,1357.25,314.75,0.3019,62024
24,Product 024,22.86,15.6,8,0.0314,182.88,58.08,0.4654,32025
34,Product 034,36.86,25.4,13,0.0338,479.18,148.98,0.4512,42025
5,Product 005,29.34,23.4,18,0.0112,528.12,106.92,0.2538,62023
16,Product 016,24.99,15.84,15,0.0255,374.85,137.25,0.5777,122024
50,Product 050,27.64,19.44,14,0.0219,386.96,114.8,0.4218,102025
10,Product 010,48.99,34.25,26,0.0187,1273.74,383.24,0.4304,72023
36,Product 036,22.6,14.69,19,0.0197,429.4,150.29,0.5385,122024
2,Product 002,32.73,22.0,19,0.0083,621.87,203.87,0.4877,22025
37,Product 037,36.44,26.3,17,0.0341,619.48,172.38,0.3856,32025
43,Product 043,22.56,14.79,12,0.091,270.72,93.24,0.5254,62025
46,Product 046,31.41,22.93,17,0.0345,533.97,144.16,0.3698,82023
39,Product 039,47.59,33.92,29,0.0283,1380.11,396.43,0.403,112024
6,Product 006,37.17,27.05,25,0.0465,929.25,253.0,0.3741,12024
22,Product 022,51.25,36.31,21,0.0514,1076.25,313.74,0.4115,72023
11,Product 011,44.72,37.3,23,0.0067,1028.56,170.66,0.1989,32025
35,Product 035,58.8,43.22,32,0.0251,1881.6,498.56,0.3605,72023
22,Product 022,47.75,35.19,23,0.0334,1098.25,288.88,0.3569,12024
1,Product 001,38.08,27.36,19,0.0273,723.52,203.68,0.3918,102024
1,Product 001,31.32,22.29,15,0.0218,469.8,135.45,0.4051,62023
39,Product 039,48.67,29.5,19,0.0125,924.73,364.23,0.6498,62023
27,Product 027,55.89,30.5,27,0.025,1509.03,685.53,0.8325,112024
15,Product 015,36.46,23.68,16,0.0137,583.36,204.48,0.5397,42024
42,Product 042,35.48,27.47,19,0.011,674.12,152.19,0.2916,32023
13,Product 013,37.12,27.49,18,0.0158,668.16,173.34,0.3503,82024
47,Product 047,52.54,34.84,20,0.0174,1050.8,354.0,0.508,92025
17,Product 017,61.46,45.58,41,0.0214,2519.86,651.08,0.3484,122023
11,Product 011,44.96,29.16,21,0.0262,944.16,331.8,0.5418,32023
27,Product 027,44.05,34.22,16,0.0104,704.8,157.28,0.2873,42023
43,Product 043,22.2,15.4,6,0.0097,133.2,40.8,0.4416,72024
30,Product 030,42.28,26.47,13,0.0073,549.64,205.53,0.5973,112024
16,Product 016,43.67,34.23,27,0.0406,1179.09,254.88,0.2758,22025
32,Product 032,35.95,25.39,10,0.0065,359.5,105.6,0.4159,42025
48,Product 048,52.93,38.91,23,0.0144,1217.39,322.46,0.3603,22024
45,Product 045,43.57,34.37,19,0.0181,827.83,174.8,0.2677,92023
4,Product 004,25.27,17.76,11,0.0365,277.97,82.61,0.4229,122024
49,Product 049,51.96,34.16,23,0.0433,1195.08,409.4,0.5211,92023
44,Product 044,43.24,25.85,24,0.0117,1037.76,417.36,0.6727,62023
24,Product 024,23.27,14.73,8,0.0128,186.16,68.32,0.5798,82024
28,Product 028,35.94,21.69,16,0.0145,575.04,228.0,0.657,22023
34,Product 034,61.01,40.87,35,0.0203,2135.35,704.9,0.4928,72023
29,Product 029,69.07,51.28,40,0.0693,2762.8,711.6,0.3469,102024
22,Product 022,50.27,41.02,24,0.026,1206.48,222.0,0.2255,22023
46,Product 046,46.8,36.58,22,0.0175,1029.6,224.84,0.2794,102025
13,Product 013,49.98,32.62,25,0.0138,1249.5,434.0,0.5322,62025
27,Product 027,52.92,33.35,24,0.0052,1270.08,469.68,0.5868,102024
14,Product 014,50.47,35.06,28,0.0101,1413.16,431.48,0.4395,72024
14,Product 014,44.52,32.95,20,0.0079,890.4,231.4,0.3511,72023
42,Product 042,61.01,42.69,29,0.0217,1769.29,531.28,0.4291,122025
29,Product 029,32.41,26.82,14,0.029,453.74,78.26,0.2084,42025
1,Product 001,34.13,21.83,16,0.0171,546.08,196.8,0.5634,92025
37,Product 037,32.13,22.59,13,0.0274,417.69,124.02,0.4223,102024
40,Product 040,52.42,39.43,27,0.0684,1415.34,350.73,0.3294,32025
8,Product 008,36.72,26.42,17,0.0263,624.24,175.1,0.3899,62024
18,Product 018,48.59,31.98,20,0.0389,971.8,332.2,0.5194,92024
11,Product 011,38.52,26.37,22,0.0145,847.44,267.3,0.4608,102024
39,Product 039,22.67,17.77,6,0.0198,136.02,29.4,0.2757,92024
45,Product 045,26.26,15.32,6,0.0164,157.56,65.64,0.7141,82023
50,Product 050,53.61,42.06,27,0.0606,1447.47,311.85,0.2746,22023
5,Product 005,26.31,16.84,14,0.0146,368.34,132.58,0.5624,52023
4,Product 004,15.19,11.91,5,0.0191,75.95,16.4,0.2754,112025
39,Product 039,22.99,17.68,8,0.0151,183.92,42.48,0.3003,52023
16,Product 016,28.48,21.07,9,0.019,256.32,66.69,0.3517,12025
30,Product 030,42.34,25.89,25,0.0231,1058.5,411.25,0.6354,72025
31,Product 031,24.62,18.97,9,0.0102,221.58,50.85,0.2978,32024
8,Product 008,44.94,32.95,21,0.0677,943.74,251.79,0.3639,52025
2,Product 002,24.09,17.94,11,0.0259,264.99,67.65,0.3428,32024
6,Product 006,38.26,21.93,13,0.0221,497.38,212.29,0.7446,92024
23,Product 023,42.9,26.31,30,0.028,1287.0,497.7,0.6306,122025
15,Product 015,39.56,30.1,28,0.0348,1107.68,264.88,0.3143,112024
46,Product 046,41.47,30.91,28,0.0341,1161.16,295.68,0.3416,112025
10,Product 010,41.13,28.62,26,0.0363,1069.38,325.26,0.4371,112025
33,Product 033,44.04,30.4,15,0.011,660.6,204.6,0.4487,102024
18,Product 018,61.93,44.53,26,0.1315,1610.18,452.4,0.3907,22023
18,Product 018,30.33,22.87,15,0.0213,454.95,111.9,0.3262,92023
